"scores","id"
0.103550347801665,"674"
0.103550347801665,"679"
0.103550347801665,"690"
0.103550347801665,"696"
0.103550347801665,"701"
0.103550347801665,"715"
0.103550347801665,"716"
0.103550347801665,"717"
0.103550347801665,"727"
0.103550347801665,"740"
0.103550347801665,"748"
0.103550347801665,"752"
0.103550347801665,"755"
0.103550347801665,"761"
0.103550347801665,"769"
0.103550347801665,"784"
0.103550347801665,"794"
0.103550347801665,"806"
0.103550347801665,"820"
0.103550347801665,"832"
0.103550347801665,"855"
0.103550347801665,"856"
0.103550347801665,"868"
0.103550347801665,"873"
0.103550347801665,"876"
0.103550347801665,"886"
0.103550347801665,"887"
0.103550347801665,"894"
0.102134111713244,"343"
0.0934986701115584,"387"
0.0934986701115584,"659"
0.0923443375850016,"364"
0.0923443375850016,"413"
0.0923443375850016,"778"
0.090037538776606,"352"
0.0887908835195162,"710"
0.0887908835195162,"889"
0.0868580744635409,"838"
0.0854291673906166,"518"
0.0760368566768631,"540"
0.0760368566768631,"580"
0.0760368566768631,"588"
0.0760368566768631,"641"
0.0760368566768631,"746"
0.0759313089899481,"426"
0.0747184109284977,"325"
0.0747184109284977,"340"
0.0747184109284977,"345"
0.0747184109284977,"351"
0.0747184109284977,"355"
0.0747184109284977,"377"
0.0747184109284977,"380"
0.0747184109284977,"403"
0.0747184109284977,"410"
0.0747184109284977,"419"
0.0747184109284977,"420"
0.0747184109284977,"431"
0.0747184109284977,"435"
0.0747184109284977,"442"
0.0747184109284977,"443"
0.0747184109284977,"444"
0.0747184109284977,"461"
0.0747184109284977,"465"
0.0747184109284977,"481"
0.0747184109284977,"489"
0.0747184109284977,"516"
0.0747184109284977,"519"
0.0747184109284977,"556"
0.0747184109284977,"596"
0.0747184109284977,"609"
0.0747184109284977,"617"
0.0747184109284977,"714"
0.0747184109284977,"741"
0.0747184109284977,"767"
0.0747184109284977,"785"
0.0747184109284977,"803"
0.0747184109284977,"807"
0.0747184109284977,"808"
0.0747184109284977,"812"
0.0747184109284977,"877"
0.0747184109284977,"878"
0.0747184109284977,"882"
0.0747184109284977,"883"
0.0730337412416792,"719"
0.0730337412416792,"720"
0.0730337412416792,"781"
0.0730337412416792,"788"
0.0730337412416792,"893"
0,"330"
0,"331"
0,"332"
0,"334"
0,"335"
0,"339"
0,"342"
0,"344"
0,"346"
0,"349"
0,"356"
0,"357"
0,"360"
0,"362"
0,"363"
0,"365"
0,"366"
0,"368"
0,"371"
0,"373"
0,"374"
0,"376"
0,"386"
0,"388"
0,"390"
0,"400"
0,"401"
0,"402"
0,"405"
0,"406"
0,"409"
0,"411"
0,"414"
0,"415"
0,"416"
0,"417"
0,"418"
0,"421"
0,"422"
0,"423"
0,"425"
0,"427"
0,"432"
0,"434"
0,"436"
0,"439"
0,"440"
0,"445"
0,"447"
0,"448"
0,"450"
0,"451"
0,"453"
0,"454"
0,"455"
0,"457"
0,"458"
0,"459"
0,"460"
0,"462"
0,"463"
0,"466"
0,"467"
0,"468"
0,"471"
0,"475"
0,"476"
0,"480"
0,"482"
0,"485"
0,"487"
0,"488"
0,"490"
0,"491"
0,"492"
0,"498"
0,"499"
0,"500"
0,"501"
0,"502"
0,"503"
0,"511"
0,"512"
0,"513"
0,"514"
0,"520"
0,"521"
0,"522"
0,"525"
0,"527"
0,"528"
0,"529"
0,"530"
0,"533"
0,"534"
0,"536"
0,"539"
0,"541"
0,"545"
0,"546"
0,"547"
0,"551"
0,"554"
0,"555"
0,"558"
0,"560"
0,"561"
0,"562"
0,"565"
0,"566"
0,"567"
0,"568"
0,"569"
0,"572"
0,"574"
0,"575"
0,"577"
0,"578"
0,"579"
0,"581"
0,"583"
0,"585"
0,"586"
0,"587"
0,"589"
0,"594"
0,"597"
0,"598"
0,"599"
0,"601"
0,"603"
0,"607"
0,"610"
0,"613"
0,"615"
0,"618"
0,"619"
0,"620"
0,"621"
0,"622"
0,"623"
0,"624"
0,"629"
0,"630"
0,"632"
0,"635"
0,"636"
0,"637"
0,"638"
0,"639"
0,"640"
0,"642"
0,"643"
0,"646"
0,"649"
0,"650"
0,"651"
0,"656"
0,"657"
0,"660"
0,"661"
0,"662"
0,"664"
0,"666"
0,"667"
0,"669"
0,"672"
0,"673"
0,"675"
0,"677"
0,"678"
0,"680"
0,"683"
0,"685"
0,"686"
0,"687"
0,"688"
0,"691"
0,"694"
0,"695"
0,"699"
0,"700"
0,"703"
0,"704"
0,"708"
0,"712"
0,"718"
0,"722"
0,"724"
0,"725"
0,"726"
0,"729"
0,"731"
0,"733"
0,"734"
0,"735"
0,"736"
0,"737"
0,"743"
0,"744"
0,"747"
0,"749"
0,"753"
0,"756"
0,"758"
0,"762"
0,"763"
0,"765"
0,"768"
0,"770"
0,"774"
0,"775"
0,"780"
0,"783"
0,"786"
0,"789"
0,"791"
0,"792"
0,"793"
0,"795"
0,"796"
0,"797"
0,"799"
0,"800"
0,"801"
0,"802"
0,"804"
0,"813"
0,"814"
0,"815"
0,"816"
0,"817"
0,"818"
0,"819"
0,"821"
0,"822"
0,"824"
0,"825"
0,"826"
0,"833"
0,"834"
0,"835"
0,"836"
0,"837"
0,"839"
0,"841"
0,"842"
0,"844"
0,"845"
0,"846"
0,"847"
0,"848"
0,"849"
0,"852"
0,"853"
0,"854"
0,"857"
0,"862"
0,"863"
0,"864"
0,"866"
0,"867"
0,"869"
0,"871"
0,"872"
0,"874"
0,"875"
0,"880"
0,"881"
0,"884"
0,"885"
0,"888"
0,"890"
0,"891"
0,"892"
