"scores","id"
2.82091849697867,"631"
2.15225597494585,"626"
1.72027386830826,"627"
1.37845315644725,"644"
1.30250665944815,"879"
1.25094073406244,"790"
1.23742792503738,"811"
1.16805104506187,"730"
1.16805104506187,"870"
1.16270951410888,"750"
1.16270951410888,"771"
1.07267197533227,"782"
1.03075265491158,"652"
1.03075265491158,"654"
1.03075265491158,"693"
1.03075265491158,"757"
0.927202307109915,"614"
0.770988112866916,"328"
0.740317358152287,"359"
0.690091647530141,"337"
0.6762644179403,"776"
0.65288568300011,"850"
0.648836774828448,"510"
0.571424841064257,"477"
0.507176864329995,"563"
0.500373142439253,"382"
0.500373142439253,"398"
0.50008196489797,"827"
0.478467315333508,"323"
0.477391773641643,"742"
0.475490877515889,"723"
0.439228175468451,"496"
0.437135982612936,"557"
0.425654731510756,"383"
0.425654731510756,"433"
0.414945573390939,"385"
0.404739620222028,"369"
0.402119075652935,"452"
0.399454962534944,"483"
0.382662084689042,"384"
0.367806339146101,"538"
0.364309511508192,"858"
0.358938659361417,"479"
0.356349702101671,"428"
0.356349702101671,"474"
0.352487211297993,"486"
0.352487211297993,"495"
0.352487211297993,"721"
0.335878090487564,"829"
0.33002120929353,"494"
0.33002120929353,"702"
0.325056872700886,"397"
0.323738426952521,"670"
0.323738426952521,"707"
0.322590444119259,"322"
0.322590444119259,"354"
0.309199057387636,"634"
0.305881034469697,"713"
0.301023072329828,"759"
0.29150632566235,"754"
0.287656230783662,"393"
0.286368988068828,"682"
0.277768800369495,"347"
0.277768800369495,"611"
0.277768800369495,"625"
0.277768800369495,"653"
0.277768800369495,"655"
0.277768800369495,"692"
0.277768800369495,"764"
0.277768800369495,"766"
0.277768800369495,"772"
0.277768800369495,"830"
0.277768800369495,"843"
0.277768800369495,"861"
0.276450220566999,"381"
0.27235501732136,"706"
0.264809469868859,"412"
0.264809469868859,"738"
0.262839816356322,"608"
0.261113626564053,"828"
0.254305615407025,"449"
0.251436278942925,"396"
0.251436278942925,"517"
0.247661786254113,"472"
0.244911935508363,"787"
0.23463683454626,"493"
0.22767553791928,"570"
0.226470861491866,"505"
0.226089273669802,"665"
0.224915714272048,"810"
0.223772716298215,"645"
0.222604342069758,"438"
0.222604342069758,"464"
0.221506524899222,"633"
0.221506524899222,"698"
0.219581085045756,"535"
0.219040096317594,"324"
0.219040096317594,"326"
0.219040096317594,"329"
0.219040096317594,"348"
0.219040096317594,"372"
0.219040096317594,"394"
0.219040096317594,"470"
0.219040096317594,"504"
0.219040096317594,"506"
0.219040096317594,"582"
0.219040096317594,"605"
0.219040096317594,"684"
0.218662860893995,"860"
0.213335246827149,"590"
0.213335246827149,"681"
0.213335246827149,"739"
0.212937819855165,"375"
0.212937819855165,"473"
0.212937819855165,"537"
0.212016801078783,"676"
0.210332131391965,"648"
0.210332131391965,"689"
0.210332131391965,"779"
0.210187354107392,"336"
0.205684459514909,"805"
0.205684459514909,"851"
0.204965614523654,"732"
0.200259837134534,"728"
0.192341231321181,"571"
0.190408422265206,"709"
0.182317478544754,"896"
0.179587204478528,"437"
0.179481656791613,"446"
0.178268758730162,"350"
0.178268758730162,"353"
0.178268758730162,"378"
0.178268758730162,"379"
0.178268758730162,"429"
0.178268758730162,"441"
0.178268758730162,"497"
0.178268758730162,"552"
0.178268758730162,"564"
0.178268758730162,"697"
0.178268758730162,"745"
0.176852522641742,"361"
0.176852522641742,"469"
0.174919871882325,"550"
0.173398785602238,"548"
0.16257756781556,"647"
0.161576485392039,"711"
0.161576485392039,"859"
0.161259122067194,"831"
0.15702462087902,"809"
0.156369776894563,"484"
0.150755267605361,"573"
0.149054305369718,"508"
0.149054305369718,"591"
0.149054305369718,"592"
0.149054305369718,"705"
0.147885931141261,"532"
0.147885931141261,"606"
0.145469668222359,"600"
0.145469668222359,"840"
0.145469668222359,"865"
0.137309605784077,"333"
0.137309605784077,"338"
0.137309605784077,"391"
0.137309605784077,"392"
0.137309605784077,"408"
0.137309605784077,"424"
0.137298390150286,"584"
0.137298390150286,"595"
0.137298390150286,"616"
0.137298390150286,"668"
0.137298390150286,"751"
0.137298390150286,"760"
0.137298390150286,"773"
0.137298390150286,"777"
0.137298390150286,"798"
0.125541426206036,"399"
0.125541426206036,"543"
0.125541426206036,"823"
0.123646642968696,"895"
0.1093874720535,"367"
0.103550347801665,"327"
0.103550347801665,"341"
0.103550347801665,"358"
0.103550347801665,"370"
0.103550347801665,"389"
0.103550347801665,"395"
0.103550347801665,"404"
0.103550347801665,"407"
0.103550347801665,"430"
0.103550347801665,"456"
0.103550347801665,"478"
0.103550347801665,"507"
0.103550347801665,"509"
0.103550347801665,"515"
0.103550347801665,"523"
0.103550347801665,"524"
0.103550347801665,"526"
0.103550347801665,"531"
0.103550347801665,"542"
0.103550347801665,"544"
0.103550347801665,"549"
0.103550347801665,"553"
0.103550347801665,"559"
0.103550347801665,"576"
0.103550347801665,"593"
0.103550347801665,"602"
0.103550347801665,"604"
0.103550347801665,"612"
0.103550347801665,"628"
0.103550347801665,"658"
0.103550347801665,"663"
0.103550347801665,"671"
